STRS_chief_new,%1 is now the Police Chief! He was voted with %2 votes.,
STRD_description_wahl_header,Election,
STRD_description_wahl_submit,Elect,
STRS_mayor_new,%1 is now the new President! He won with %2 votes.,
STRS_regierung_votedfor,You voted for %1. The result will be shown at the end of the current government.,
STRS_regierung_nomajor,Currently no President has been elected.,
STRS_regierung_majorstays,The old President stays.,
STRD_description_steuer_header,Change Taxes,
STRD_description_steuer_submit,Change taxes!,
STRS_dialogandere_steuerdialog_itemsteuer,Item tax: %1 Percent,
STRS_dialogandere_steuerdialog_fahrzeugsteuer,Vehicle tax: %1 Percent,
STRS_dialogandere_steuerdialog_magazinsteuer,Weapon Magazine tax: %1 Percent,
STRS_dialogandere_steuerdialog_waffesteuer,Weapon tax: %1 Percent,
STRS_dialogandere_steuerdialog_banksteuer,Bank Transfer tax: %1 Percent,
STRS_addaction_steuern,Change taxes,
STRS_player_not_ingame,Error: Player not in-game.,
STRS_maxmoney,You can't have more than $10000000 in your inventory. Money has been removed.,
STRS_maxbank,You can't have more than $10000000 in your bank. Money has been removed.,
STRS_not_copaction,You are not a cop and can't use this action.,
STRS_no_money,not enough cash.,
STRS_check_inventarmoneh,You have $%1.,
STRS_not_ingame,Selected Player is not in-game.,
STRS_wrong_input,Wrong Input. You are not allowed to use that character (%1).,
STRS_text_zu_lang,The entered text is too long.,
STRS_no_selection,Nothing selected.,
STRS_empty_string,,
STRS_ja,Yes,
STRS_nein,No,
STRS_keine,None,
STRS_keins,Nothing,
STRS_were,were,
STRS_nowere,were not,
STRS_no_valid_number,The value is not a valid number.,
STRD_grafikeinstellungen_header,Settings,
STRD_grafikeinstellungen_header_terrain,Terrain Detail,
STRD_grafikeinstellungen_header_viewdistance,View distance,
STRD_grafikeinstellungen_close,Close,
STRS_inv_kein_moneh,Not enough money.,
STRS_inv_no_valid_number,The value is not a valid number.,
STRS_inv_fac_buy,Buy this factory ($%1),
STRS_inv_fac_mani,Manufacture an item,
STRS_inv_fac_storage,Storage,
STRS_inv_fac_success,Item manufactured!,
STRS_inv_no_selection,You did not select an item.,
STRS_inv_fac_can't_mani_item,You can't manufacture this item.,
STRS_inv_fac_not_enough,You do not have enough items in the storage of this factory.,
STRS_inv_facdialog_menge,%1 (%2x - %3 available),
STRS_inv_description_factory_manifacture,Manufacture (%1x),
STRS_inv_fac_dia_herstellen,M A N U F A C T U R E - I T E M S,
STRS_inv_fac_dia_lager,FUNDS NEEDED - STORAGE,
STRS_inv_actions_itemgather,Gather Item,
STRS_inv_actions_buy,Buy %1 ($%2),
STRS_inv_buylicense_alreadytrue,You already have that License.,
STRS_inv_buylicense_nomoney,You do not have enough money for that license.,
STRS_inv_buylicense_gottraining,You bought a %2 for $%1.,
STRS_inv_buylicense_alreadyfalse,You do not have that License.,
STRS_inv_buylicense_losttraining,You lost your %1.,
STRS_inv_buyitems_get_zuschwer,Your weight reached the maximum capacity. You are not able to carry more objects.,
STRS_inv_buyitems_get_erhalten,You got %1 %2.,
STRS_inv_buyitems_notallowed,You are not allowed to buy this item.,
STRS_inv_can'tUseNow,You can't use the inventory now.,
STRS_inv_inventar_weggeworfen,You dropped the item.,
STRS_inv_inventar_drop_zuwenig,You don't have that many objects to drop.,
STRS_inv_inventar_ablege_verbot,You are not allowed to drop this object.,
STRS_inv_inventar_can'tuse,You can't use this item.,
STRS_inv_inventar_gotfromotherplayer,You got %1 %2 from %3.,
STRS_inv_inventar_can'tdrop,You can not drop an object right now.,
STRS_inv_inventardialog_empty,Your inventory is empty.,
STRS_inv_inventardialog_amount,Amount: %1,
STRS_inv_storage_took,You took %1 of the Item.,
STRS_inv_storage_toomuch,There are not that many items in the storage.,
STRS_inv_storage_dropnotallowed,Not allowed to drop that item in a factory.,
STRS_inv_storage_dropunablesomuch,You are not able to drop that much.,
STRS_inv_storage_dropped,You dropped %1 of the item.,
STRS_inv_storage_can'tdropsomuch,You can't drop that much here.,
STRS_inv_storage_deleted,%1 units of the item deleted.,
STRS_inv_storage_spam,You are still taking/dropping items... wait a few seconds.,
STRS_inv_alreadygotshop,You already own this building.,
STRS_inv_fabrik_dialogheader1,Take Items,
STRS_inv_fabrik_dialogheader2,Store Items,
STRS_inv_storagedialog_take,Take %1 Item(s) (%2kg),
STRS_inv_storagedialog_drop,Drop %1 Item(s) (%2kg),
STRS_inv_shopdialog_money,Money: $%1,
STRS_inv_shopdialog_itemshop,Your current Money: $%1,
STRS_inv_buyitems_maxgewicht,Max weight reached. You can not carry any more items.,
STRS_inv_buyitems_keinmoneh,You do not have enough money.,
STRS_inv_buyitems_gekauft,You bought %1 %2 for $%3,
STRS_inv_buyvehicles_store_in_use,This store is busy at the moment. Please try again later.,
STRS_inv_buyvehicles_buy_car,You bought a %1 for $%2. Please wait 5 seconds until the vehicle spawns.,
STRS_inv_buyvehicles_destroyed,The vehicles is destroyed.,
STRS_inv_buyvehicles_noowner,You are not the owner of this vehicle.,
STRS_inv_buyitems_sell_notenough,You do not have enough items to sell.,
STRS_inv_buyitems_verkauft,You sold %1 %2 for $%3.,
STRS_inv_buyitems_sell_toofar,The vehicle is too far away.,
STRS_inv_buyitems_nolicense,You need a %1 to buy this.,
STRS_inv_buyitems_nolicensecop,You need %1 to buy this.,
STRS_inv_shop_sold,You sold %1 %2 for $%3.,
STRS_inv_shop_vehiclesold,You sold the vehicle for $%1.,
STRD_inv_description_inventar_header,Inventory,
STRD_inv_description_factory_manifacture_header,Factory,
STRD_inv_description_close,Close,
STRD_inv_description_itemmenu_title,Buy Items,
STRD_inv_description_itemmenu_title2,Sell Items,
STRD_inv_description_inventar_use,Use,
STRD_inv_description_buyitem_close,Close,
STRD_inv_description_inventar_drop,Drop,
STRD_inv_description_inventar_schluessel_uebergabe,Give to player,
STRD_inv_description_inventar_item,Item:,
STRD_inv_description_inventar_amount,Amount:,
STRD_inv_description_inventar_addinfo,Additional Information:,
STRD_inv_description_inventar_gewicht,Item Weight single/overall:,
STRS_inv_not_ingame,Selected Player is not in-game.,
STRS_inv_inventar_uebergabe_self,You can't give anything to yourself.,
STRS_inv_inventar_uebergabe_distance,You have to be within at least 20 meters of the selected player.,
STRS_inv_inventar_uebergabe_verbot,You must not give this Item to other players.,
STRS_inv_inventar_uebergabe_zuwenig,You don't have enough to give away that many of the item.,
STRS_inv_inventar_uebergabe_success_self,You gave %1 %2 units of %3.,
STRS_inv_inventar_uebergabe_schluessel_success,You got a key from another player. The Key is now on your Keychain.,
STRS_inv_inventar_uebergabe_schluessel_success_self,You gave the Key for the Vehicle to the selected player (It has been removed from your keychain).,
STRS_item_moneh,Money,
STRS_item_moneh_info,"Buy licenses, vehicles, weapons, drugs and other items! Note that you can not carry more than $999,999.",
STRS_inventar_moneh,You can't use money. If you buy something,
STRS_inv_item_defuser,Defuser,
STRS_inv_item_defuser_info,With this device you can defuse Satchel Charges and Mines.,
STRS_inv_items_defuser_success,Bomb defused.,
STRS_inv_items_defuser_failed,You made a mistake while defusing the bomb and it exploded!,
STRS_inv_items_defuser_nobomb,No Bomb to defuse.,
STRS_inv_item_OilBarrel,Full of oil,
STRS_inv_item_lighter,Lighter,
STRS_inv_item_lighter_info,hmm i wonder if i can use this to set a cars fuel on fire,
STRS_inv_item_repairkit,Repair Kit,
STRS_inv_item_repairkit_info,Use it within a vehicle to repair the vehicle. You have to be the driver,
STRS_inv_item_fuelcut,Fuel line cutter,
STRS_inv_item_fuelcut_info,Use this to empty the cars fuel.,
STRS_inv_item_kanister,Can,
STRS_inv_item_kanister_info,A can. Use it in a car to refuel it.,
STRS_inv_items_ignite_ignite,The fuel is on fire!! GET OUT QUICKLY BEFORE IT EXPLODES!,
STRS_inv_items_repair_refuel_wrongkit,That item is not made for using it on such a large vehicle.,
STRS_inv_items_repair_refuel_notincar,Not in a vehicle,
STRS_inv_items_ignite_ignite_notincar,Not in a vehicle,
STRS_inv_items_repair_refuel_notdriver,You are not the driver,
STRS_inv_items_repair_notneeded,Your vehicle is not damaged,
STRS_inv_items_repair_repaired,You repaired that vehicle,
STRS_inv_items_empty_notneeded,Your vehicle's fuel is already empty,
STRS_inv_items_empty_refueled,You emptied the fuel,
STRS_inv_items_refuel_notneeded,Your vehicle's fuel is already full,
STRS_inv_items_refuel_refueled,You refueled your vehicle,
STRS_inventar_repair_repaired,You repaired this vehicle.,
STRS_inv_items_repair_wrongvcl,You need a large repair kit for this vehicle.,
STRS_inv_item_medikit,Medikit,
STRS_inv_item_medikit_info,The medic kit restores the Health back to 100%. Just use it.,
STRS_inv_items_medikit_nichtverletzt,You are not injured.,
STRS_inv_items_medikit_benutzung,Wait five seconds until you are healed.,
STRS_inv_items_medikit_fertig,You are healed again.,
STRS_inv_item_keychain,Keychain,
STRS_inv_item_schluesselb_info,On this keychain there are keys for all the vehicles you own. Using this object will open a dialog where you can choose the vehicle you want to lock/unlock.,
STRS_inv_items_vehiclelock_closer,You have to be closer to your car!,
STRS_inv_items_vehiclelock_locked,Vehicle locked.,
STRS_inv_items_vehiclelock_unlocked,Vehicle unlocked.,
STRS_inv_items_uebergabe_schluessel_success_self,You gave a copy of the Key for the Vehicle to the selected player.,
STRS_inv_items_uebergabe_schluessel_success,You got key from another player. The Key is now on your Keychain.,
STRS_inv_items_weggeworfen,You dropped the item.,
STRS_inv_item_nitro,Nitro,
STRS_inv_item_nitro_info,Speed-tuning for vehicles. Use this upgrage within a vehicle to install the nitro. Press and hold shift to use the nitro.,
STRS_inv_item_supgrade_info,Use this upgrade in a vehicle to permanently increase its speed. You must be an engineer to install the upgrade. Upgrades do not stack.,
STRS_inv_items_speed_no,You can't tune this car!,
STRS_inv_items_speed_car,You are not inside a vehicle.,
STRS_inv_items_speed_tuned,You tuned this car! Use the action 'Speed' in the car to speed up.,
STRS_inv_items_speed_nodriver,You are not the driver of the vehicle.,
STRS_inv_items_speed_notmoving,The vehicle is not moving.,
STRS_inv_items_speed_nocar,You are not in a vehicle!,
STRS_inv_items_speed_nitroenabled,Nitro enabled,
STRS_inv_items_speed_action,Use Nitro,
STRS_inv_item_waffentascbe,Weapon Bag,
STRS_inv_item_waffentascbe_info,With this Item you can remove a weapon lying on the ground. After usage,
STRS_inv_items_weapondeleted,%1 weapons deleted (Radius 5m).,
STRS_inv_items_itemdeleted,%1 items deleted (Radius 10m).,
STRS_inv_items_weaponcargocleared,Weapon Cargo cleared!,
STRS_inv_item_waffe,Weapon,
STRS_inv_item_waffe_info,A Weapon you holstered. It is in your inventory. To unholster it,
STRS_inv_item_waffe_noholster,You can't holster/unholster the weapon now,
STRS_inv_item_waffe_noweapon,No weapon to hide.,
STRS_inv_item_waffe_weaponHidden,Weapon hidden in Inventory. You can unholster it by using your inventory.,
STRS_inv_item_waffe_weaponHiddenAlready,Weapon hidden in Inventory,
STRS_inv_item_waffe_weaponTakenout,You took the weapon out of the inventory. Maybe you have to switch fire mode to use it.,
STRS_inv_items_ressources,Resources can not be used. You have to deposit them in factories.,
STRS_inv_item_seil,Rope,
STRS_inv_item_seil_info,This Item can only be used in helicopters. With this item it is possible to attach a vehicle to the helicopter. While the attaching,
STRS_inv_item_seil_notinheli,You are not in a helicopter.,
STRS_inv_item_seil_notcloseenough,You are not close enough to a vehicle.,
STRS_inv_item_seil_closetoground,You are too close to the ground.,
STRS_inv_item_seil_action_release,Release Vehicle,
STRS_inv_item_seil_action_released,Vehicle released.,
STRS_inv_item_cocaine,Cocaine,
STRS_inv_item_marijuana,Marijuana,
STRS_inv_item_lsd,LSD,
STRS_inv_item_heroin,Heroin,
STRS_inv_item_alkohol_info,Drink it and get drunk simple as that :),
STRS_inv_item_beer,Beer,
STRS_inv_item_vodka,Vodka,
STRS_inv_item_smirnoff,smirnoff ICE,
STRS_inv_item_wiskey,wiskey,
STRS_inv_item_wine,wine,
STRS_addAction_drugdealerbust," ""Bust Drugdealer""",
STRS_drugdealer_busted_more_money,"You got an additional Paycheck of 10.000$, since some cop busted the drugdealer",
STRS_drugdealer_busted,The Drugdealer was busted!,
STRS_drugdealer_destroyedorbusted,The Drugdealer was either killed or busted!,
STRS_inv_item_drogen_info,Drugs can either be sold at one of the flags or can be used by player. To do so,
STRS_inv_item_druguse_toomany,You can't use that many drugs at the same time.,
STRS_inv_item_druguse_ende,The effects of the drugs diminish.,
STRS_inv_item__info,"A Searchlight. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_roadblock,Roadblock,
STRS_inv_item_roadblock_info,"A Roadblock. To place it, press use. To remove it, walk up to it and select the corresponding action.",
STRS_inv_item_bargate_info,"A Bar Gate. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_BigbagfenceCorner,Sandbag Wall(corner),
STRS_inv_item_BigbagfenceCorner_info,"A Sandbag Wall (corner). To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_bigbagfence,Sandbag Wall,
STRS_inv_item_bigbagfence_info,"A Sandbag Wall. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_bigbagfenceRound,Sandbag Wall(rounded),
STRS_inv_item_bigbagfenceRound_info,"A Sandbag Wall (round). To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_bunkersmall,Small Bunker,
STRS_inv_item_bunkersmall_info,"A Bunker. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_danger,Danger Sign,
STRS_inv_item_danger_info,"A Danger sign. To place it, press use. To remove it, walk up to it and select the corresponding action. It can also be opened and closed via the action menu.",
STRS_inv_item_roadcone,Road Cone,
STRS_inv_item_roadcone_info," Road Cone. To place it, go into your inventory and press use, to pick it up hover over it.",
STRS_inv_item_factory_info,"Factory. Go  into inventory and press use to place it, to pick it up hover over it.",
STRS_inv_item_officebuilding_info,"Office Building. Go into inventory and press use on the item, to pick it up hover over the item.",
STRS_inv_item_barrack,Barracks building,
STRS_inv_item_barrack_info,"Barrack. Go into your inventory and press use on the item to place it, to pick it up hover over the item.",
STRS_inv_item_smallhouse_info,"Small House. Go into your inventory and press use on the item to place it, to pick it back up hover over it.",
STRS_inv_item_sperre_nomoney,You can't afford a Roadblock.,
STRS_inv_item_sperre_built,You built a Roadblock,
STRS_inv_item_sperre_moved,Please wait a few seconds for the roadblock to be moved.,
STRS_inv_item_sperre_invcl,You can't place a Roadblock inside a vehicle.,
STRS_inv_item_sperre_hiernicht,You can't place the object in this area.,
STRS_inv_item_handy,Mobile phone,
STRS_inv_item_handy_info,Using a mobile phone you can send other players private messages. When you use it,
STRS_inv_item_handy_keinmoneh,You can't afford an SMS.,
STRS_inv_item_handy_gesendet,You sent an SMS to %1.,
STRS_inv_item_handy_nachricht,%2 sent you an SMS: %1,
STRS_inv_item_handy_nichterreicht,%1 does not have a mobile phone. Your message did not reach him.,
STRS_inv_item_handy_leermsg,You can't send an empty message.,
STRS_inv_item_handy_noplayer,The selected player is not in-game.,
STRS_inv_item_handy_text_zu_lang,The Text is too long.,
STRS_inv_item_Weapons,Container full of eastern weapons,
STRS_inv_item_vclammo,Vehicle ammo,
STRS_inv_item_vclammo_info,Ammo for weapons attached to vehicles. Use such a box within vehicles to refill the ammo of the vehicle.,
STRS_inv_item_vclammo_nomg,This vehicle doesn't have a weapon which can be rearmed.,
STRS_inv_item_vclammo_rearmed,You rearmed this vehicle.,
STRS_inv_item_vclammo_novehicle,You are not in a vehicle.,
STRS_inv_item_glue,Glue for sniffing,
STRS_inv_item_objs,Object,
STRS_inv_item_objs_info,Use this item in order to spawn it.,
STRS_inv_item_obj_take,Remove Object,
STRS_inv_item_obj_packed,You have taken this object.,
STRS_inv_item_obj_invcl,You can't place the object while being in a vehicle.,
STRS_inv_item_obj_hiernicht,You can't place this object here.,
STRS_inv_item_obj_bauen,The object will spawn in a few seconds,
STRS_inv_item_obj_toomany,You already placed too many Objects.,
STRS_inv_item_obj_cantpack,You cant remove this! Check your weight?,
STRS_inv_item_fernbombe,Remote Control Car-Bomb,
STRS_inv_item_fernbombe_info,A Car-Bomb. It explodes when you use the remote control.\n\nTo plant the bomb; get in the car,
STRS_inv_item_zeitbombe,Car-Bomb with Timer,
STRS_inv_item_zeitbombe_info,A Car-Bomb. It explodes when the timer reaches 0.\n\nTo plant the bomb,
STRS_inv_item_enginebombe,Ignition Carbomb,
STRS_inv_item_enginebombe_info,"A Car-Bomb. It explodes if the car this bomb is attached to starts the engine.\n\nTo plant the bomb, get in the car, open the inventory, choose the bomb and press >use<. The Bomb is now activated! Other player in the car will be noticed when you place a bomb. To deactivate the bomb, just use the entry from your action menu, you will get the bomb back in your inventory.",
STRS_inv_item_fernzuender,Bomb remote control,
STRS_inv_item_zuender_info,Use it to blow the bomb connected with this control up. Drop it to deactivate the bomb.,
STRS_inv_item_speedbombe,Car-Bomb with Speed activation,
STRS_inv_item_speedbombe_info,"A Car-Bomb. It activates when the player drives faster than the speed you selected, and will explode when he drives slower.\n\nTo plant the bomb, get in the car, open the inventory, choose the bomb and press >use<. In the following dialogue you can configure the bomb! Other player in the car will be noticed when you place a bomb. To deactivate the bomb, just use the entry from your actionmenu, you will get the bomb back in your inventory.",
STRS_inv_item_vehiclebomb_action_deactivate,Deactivate Bomb,
STRS_inv_item_vehiclebomb_action_changetimer,Change Timer,
STRS_inv_item_vehiclebomb_timebombconfig_sec,%1 sec,
STRS_inv_item_vehiclebomb_speedbombconfig_kmh,%1 kph,
STRS_inv_item_vehiclebomb_notinvehicle,You have to be in a vehicle to use the Car-Bomb,
STRS_inv_item_vehiclebomb_legen_gesehen,Watch out! You saw %1 planting a car-Bomb in this vehicle!,
STRS_inv_item_vehiclebomb_notexist,The bomb does not exist.,
STRS_inv_item_vehiclebomb_changed,Remaining Time set to %1 seconds.,
STRS_inv_item_vehiclebomb_defused,Bomb defused.,
STRS_inv_item_vehiclebomb_changetimer,Change Timer,
STRS_inv_item_vehiclebomb_sec,%1 sec,
STRS_inv_item_vehiclebomb_deactivated,Bomb deactivated!,
STRS_inv_item_vehiclebomb_speedbomb_activated,Watch out,
STRS_inv_item_vehiclebomb_planted,You planted a bomb (ID: %1).,
STRS_inv_item_Bottled_water,Water,
STRS_inv_item_drink_info,In your stats you can see how thirsty you are,
STRS_inv_item_Bread,Bread,
STRS_inv_item_fisch,Fish,
STRS_inv_item_sand,Sand,
STRS_inv_item_sand_info,Sand,
STRS_inv_item_getreide,Wheat,
STRS_inv_item_nahrung_info,In your stats you can see how hungry you are. With this you can satisfy you hunger. Just choose how much you want to eat and press >use<. If you reach a hunger of 100 you will die!,
STRS_inv_item_nahrung_gegessen,You ate something and are %1/100 fed.,
STRS_inv_item_nahrung_verhungern,You are starving.,
STRS_inv_item_drink_verthirstn,You are Dehydrated.,
STRS_inv_item_drink_gegessen,You Drank something you are now %1/100 thirsty.,
STRS_inv_item_selbstmordbombe,Suicide Bomb,
STRS_inv_item_selbstmordbombe_info,When you are using this item,
STRS_inv_item_selbstmordbombe_globalmsg,Allah Hu Akbar infidels,
STRS_bank_rob_titlemsg,$$$$WARNING$$$$ Someone is robbing the bank $$$$WARNING$$$$,
STRS_admin_god,An administrator has activated self invincibility!,
STRS_wartime,Opfor has declared war on blufor!,
STRS_wartimeover,Opfor has ceased war with blufor!,
STRS_martiallaw,Blufor has declared martial law in North Takistan all civs are subject to search and detainment!,
STRS_martiallawover,Blufor has ended martial law in North Takistan!,
STRS_admin_ungod,An administrator has deactivated self invincibility!,
STRS_bank_rob_lostnomoney,Because of your bank insurance you lost no money but you lost one bank insurance.,
STRS_bank_rob_lostnomoneyvip,Due to your overseas bank account, You lost no money.
STRS_bank_rob_somemoneylost,The bank has been robbed. You lost $%1 and have $%2 left on your account.,
STRS_bank_rob_allmoneylost,The bank has been robbed. You lost all the money on your account!,
STRS_bank_rob_success,You robbed the bank successfully. Escape before the cops catch you!,
STRS_bank_rob_nosuccess,You escaped too early and didn't get the money!,
STRS_bank_rob_info,You decided to rob the bank. Stay here until you get the money and then get the hell outta here!,
STRS_bank_rob_noweapon,You can't rob the bank without being armed.,
STRS_bank_rob_no,You can't rob the bank at the moment.,
STRS_bank_dialog_inventarmoneh,Money in your Inventory: $%1,
STRS_bank_dialoge_accountmoneh,Money in your Account: $%1,
STRS_bank_dialoge_tax,Incl. Taxes:,
STRS_bank_dialoge_robbsperre,You robbed the bank a few minutes ago. You can not use it for %1 minutes after you robbed it.,
STRS_bank_no_money,You don't have enough money on your account.,
STRS_bank_deposit_other_no,You don't have enough money on your account.,
STRS_bank_deposit_self_no,You don't have enough money on your account to transfer $%1 on the wanted Account.,
STRS_bank_deposit_other_no2,You don't have enough money on your account to transfer $%1 on the wanted Account. Remember that you need enough money on your Account for the additional %2 Percent tax.,
STRS_bank_account_getmoney,You got $%1 from %2 on your Account.,
STRS_bank_deposit_yes,$%1 successfully transferred to the wanted Account. Please note that you had to pay %2 percent taxes for this transfer. So you paid $%3.,
STRS_bank_deposit_self_yes,$%1 transferred to your own account.,
STRS_bank_withdraw_yes,$%1 successfully withdrawn.,
STRS_bank_zinsen,"You got %2 percent extra money from the bank, you now have $%1 in your bank account.",
STRS_bank_no_valid_number,The value is not a valid number.,
STRS_bank_player_not_ingame,Error: Player not in-game.,
STRS_bank_hints_account_balance,You have %1$ on your account.,
STRS_bank_addaction_robb,Rob the Bank,
STRS_bank_addaction_dialog,Bank Menu,
STRS_bank_addaction_balance,Account Balance,
STRD_bank_description_title,Bank,
STRD_bank_description_deposit_transfer,Deposit/Transfer,
STRD_bank_description_selectplayer,Select player:,
STRD_bank_description_steuern,Incl. Taxes:,
STRD_bank_description_bank_withdraw,Withdraw,
STRD_bank_description_submit,Submit,
STRD_bank_description_cancel,Cancel,
STRD_bank_description_withdraw,Withdraw,
STRS_gasstation_bereits_getankt,This vehicle's fuel is already at 100%.,
STRS_gasstation_tanken_vclleft,Stay inside the car while you are refuelling it.,
STRS_gasstation_tanken_vclmoved,You cancelled the Refuel-action by moving your vehicle.,
STRS_gasstation_tanken_money,You don't have enough money to refuel the vehicle completely.,
STRS_gasstation_tanken_finished,The vehicle's fuel is at 100% again!,
STRS_gasstation_tanken_zwischenmsg,Fuel Status: %1 of 100. \n You refuelled 10 litres into your car. If you have enough,
STRS_addaction_buy_gas,Fill up for $%1 per 10 litres,
STRS_invest_action,Invest into buisness,
STRS_invest_nomoney,You do not have enough money.,
STRS_invest_wait,Wait 15 mins for buisness to grow and sell itself,
STRS_invest_lost,"Sorry, no luck this time.",
STRS_invest_winner,"Congratulations, You won $%1!",
STRD_ivnest_title,Investments,
STRD_invest_buyticket,Invest into buisness,
STRD_invest_cancel,Cancel,
STRS_lotto_action,Play Lotto,
STRS_lotto_lost,Sorry, your lottery ticket didn't get drawn this time.
STRS_lotto_winner,Congratulations,
STRS_lotto_nomoney,You do not have enough money.,
STRS_lotto_wait,You will be notified of the lottery results in 30 minutes.,
STRD_lotto_title,Lotto,
STRD_lotto_buyticket,Buy Ticket,
STRD_lotto_cancel,Cancel,
STRS_workplacemission_weapon_alreadyhave,You have already a Weapon delivery job. Get weapon %1,
STRS_workplacemission_weapon_startjob,Get weapon %1,
STRS_workplacemission_weapon_donthave,You do not have a Weapon delivery job,
STRS_workplacemission_weapon_finish,You delivered the weapon %1 and you got $%2.,
STRS_workplacemission_weapon_can'tfinish,You do not have the required weapon (%1). Come back when you have it.,
STRS_workplacemission_weapon_zeitsperre,"You have to wait at least %1 Minutes since your last job to get a new one. ""Du musst mindestenss %1 Minuten warten bis du einen neuen annehmen kannst""",
STRS_workplacemission_addaction_searchjob,Search-Job,
STRS_workplacemission_addaction_searchjob_cancel,Cancel Search-Job,
STRS_workplacemission_delivery_finish,You finished your Delivery Mission and got $%1!,
STRS_workplacemission_deliverymsg_1,Here's a package with some Weapons. Bring it to our client at %1.,
STRS_workplacemission_deliverymsg_2,A Client  at %1 needs this package.,
STRS_workplacemission_deliverymsg_3,Take this USB Stick and bring it to %1.,
STRS_workplacemission_deliverymsg_4,One of our Clients at %1 wants this package.,
STRS_workplacemission_deliverymsg_5,"Here are some documents, deliver them to one of our customers at %1.",
STRS_workplacemission_deliverymsg_6,Here are some new Video games for our Customers at %1.,
STRS_workplacemission_deliverymsg_7,Our Client at %1 requested some external storages. Deliver them.,
STRS_workplacemission_deliverymsg_8,Take this package and deliver it to our Customer at %1.,
STRS_workplacemission_deliverymsg_9,There are some secret documents in this suit-case. Bring them to our Customer at %1.,
STRS_workplacemission_deliverymsg_10,This package is for a customer at %1. Deliver it to him.,
STRS_workplacemission_searchjob_targetreached,You found the object you had to find. Move closer to it in order to finish the job.,
STRS_workplacemission_search_finish,You have found the target and got $%1!,
STRS_workplacemission_searchmsg_1,A car was abandoned in the forest. Find it.,
STRS_workplacemission_searchmsg_2,A blackhawk crashed in the forest. Find it.,
STRS_workplacemission_searchmsg_3,A Ural was abandoned in the forest. Find it.,
STRS_workplacemission_delivery_finishaction,Finish Delivery Mission!,
STRS_workplacemission_search_finishaction,Find this Object!,
STRS_addaction_weaponjob_anfang,Get Weapon delivery job,
STRS_workplacemission_weaponjob_ende,Finish Weapon delivery job,
STRS_workplacemission_already,You already got a Workplace Job.,
STRS_workplacemission_plane_nospace,There is no space in your vehicle for your passengers.,
STRS_workplacemission_taxi_action,Taxi Mission,
STRS_workplacemission_taxi_cancelaction,Finish Taxi Mission,
STRS_workplacemission_taxi_alreadyinuse,"Either you are already doing a Taxi mission, or you cancelled the mission within the last %1 minutes, so you can not do another mission now. ",
STRS_workplacemission_taxi_marker_kunde,Your passenger waits here,
STRS_workplacemission_taxi_marker_ziel,Your passenger wants to go here,
STRS_workplacemission_taxi_begin,A Passenger waits for you. You can see his/her position on the map. Drive around 20 metres near him/her and he/she will board your vehicle automatically.,
STRS_workplacemission_taxi_wannagetin,Your passenger wants to get into your vehicle. Stay here and wait until he has boarded it.,
STRS_workplacemission_taxi_target,Bring him to the position marked on the map!,
STRS_workplacemission_taxi_success,You successfully took your passenger to the target. For this mission you got $%1. You get a new taxi mission within a few seconds.,
STRS_workplacemission_taxi_failure,Either you or your passenger are dead. The Taxi-Mission is cancelled.,
STRS_workplacemission_taxi_canceled,You finished the Taxi Mission.,
STRS_workplacemission_taxi_nospace,There is no space in your vehicle for your passenger.,
STRS_rennen_kein_vehicle,You have to be the driver of the vehicle.,
STRS_rennen_already_racemember,You have already joined the race.,
STRS_rennen_kein_fahrer,You have to be the driver of the vehicle.,
STRS_rennen_falsches_vcl,You are not allowed to join the race with this car!,
STRS_rennen_hat_angefangen,The race has already started.,
STRS_rennen_no_racemoney,You can't afford this.,
STRS_rennen_joinedrace,You joined the race.,
STRS_rennen_tot,You are dead and left the race.,
STRS_rennen_vcltot,Your vehicle was destroyed and you left the race.,
STRS_rennen_zuende,The race has finished.,
STRS_rennen_pub_start1,A Street Race will start in 60 seconds.,
STRS_rennen_pub_start2,The race started. %1 players are fighting for $%2.,
STRS_rennen_pub_ausgeschlossen,You were too far away from the starting position of the race. You have been removed from the race.,
STRS_rennen_pub_record,Winners Time: %1!!!,
STRS_rennen_pub_gewinnermeldung,The street race ended. The winner is %1 who drove the whole Race in %2 seconds! %3,
STRS_rennen_pub_gewinner,You won the street race and got $%1,
STRS_rennen_pub_abort,The race was cancelled.,
STRS_Drugs_Plant_Marijuana,You planted some Marijuana.,
STRS_action_Drugs_MarijuanaBurn,Burn Marijuana,
STRS_Drugs_Marijuana_NearlyReady,150 seconds till Marijuana ready.,
STRS_action_Drugs_MarijuanaHarvest,Harvest Marijuana.,
STRS_Drugs_Marijuana_Ready,Marijuana plant ready to harvest!,
,,
